"","x"
"4831",3
"4832",3
"4833",1
"4834",3
"4835",1
"4836",1
"4837",1
"4838",3
"4839",3
"4840",4
"4841",4
"4842",3
"4843",3
"4844",1
"4845",4
"4846",3
"4847",1
"4848",1
"4849",1
"4850",3
"4851",3
"4852",1
"4853",3
"4854",1
"4855",1
"4856",1
"4857",3
"4858",3
"4859",1
"4860",1
"4861",4
"4862",3
"4863",3
"4864",3
"4865",1
"4866",1
"4867",1
"4868",4
"4869",4
"4870",3
"4871",1
"4872",3
"4873",1
"4874",4
"4875",4
"4876",1
"4877",3
"4878",3
"4879",1
"4880",3
"4881",3
"4882",1
"4883",1
"4884",4
"4885",3
"4886",3
"4887",1
"4888",4
"4889",1
"4890",3
"4891",4
"4892",1
"4893",1
"4894",1
"4895",3
"4896",4
"4897",1
"4898",3
"4899",3
"4900",1
"4901",3
"4902",1
"4903",1
"4904",1
"4905",3
"4906",3
"4907",3
"4908",1
"4909",4
"4910",4
"4911",3
"4912",2
"4913",4
"4914",1
"4915",3
"4916",1
"4917",1
"4918",3
"4919",3
"4920",3
"4921",1
"4922",3
"4923",4
"4924",1
"4925",4
"4926",1
"4927",1
"4928",2
"4929",1
"4930",1
"4931",1
"4932",3
"4933",1
"4934",3
"4935",3
"4936",1
"4937",3
"4938",4
"4939",3
"4940",3
"4941",3
"4942",3
"4943",3
"4944",3
"4945",3
"4946",1
"4947",1
"4948",4
"4949",3
"4950",1
"4951",3
"4952",1
"4953",1
"4954",3
"4955",3
"4956",1
"4957",3
"4958",1
"4959",4
"4960",3
"4961",1
"4962",1
"4963",1
"4964",1
"4965",4
"4966",3
"4967",3
"4968",1
"4969",1
"4970",3
"4971",1
"4972",1
"4973",1
"4974",1
"4975",4
"4976",1
"4977",1
"4978",3
"4979",1
"4980",4
"4981",1
"4982",1
"4983",3
"4984",4
"4985",3
"4986",3
"4987",3
"4988",1
"4989",1
"4990",3
"4991",1
"4992",3
"4993",3
"4994",1
"4995",3
"4996",1
"4997",4
"4998",4
"4999",1
"5000",3
"5001",3
"5002",4
"5003",3
"5004",3
"5005",3
"5006",3
"5007",1
"5008",4
"5009",3
"5010",1
"5011",3
"5012",1
"5013",1
"5014",1
"5015",1
"5016",1
"5017",1
"5018",4
"5019",4
"5020",3
"5021",1
"5022",3
"5023",3
"5024",3
"5025",3
"5026",1
"5027",3
"5028",1
"5029",3
"5030",3
"5031",3
"5032",3
"5033",1
"5034",4
"5035",3
"5036",1
"5037",4
"5038",3
"5039",1
"5040",3
"5041",3
"5042",1
"5043",4
"5044",1
"5045",1
"5046",3
"5047",1
"5048",1
"5049",4
"5050",1
"5051",3
"5052",4
"5053",3
"5054",3
"5055",3
"5056",4
"5057",1
"5058",1
"5059",1
"5060",4
"5061",3
"5062",1
"5063",3
"5064",1
"5065",3
"5066",4
"5067",1
"5068",1
"5069",3
"5070",3
"5071",4
"5072",1
"5073",4
"5074",1
"5075",3
"5076",3
"5077",3
"5078",1
"5079",1
"5080",4
"5081",3
"5082",3
"5083",1
"5084",1
"5085",3
"5086",3
"5087",3
"5088",1
"5089",3
"5090",3
"5091",1
"5092",4
"5093",1
"5094",3
"5095",3
"5096",3
"5097",3
"5098",3
"5099",3
"5100",3
"5101",3
"5102",3
"5103",3
"5104",3
"5105",1
"5106",1
"5107",4
"5108",1
"5109",4
"5110",3
"5111",1
"5112",1
"5113",3
"5114",3
"5115",3
"5116",3
"5117",1
"5118",1
"5119",3
"5120",4
"5121",3
"5122",3
"5123",3
"5124",3
"5125",3
"5126",1
"5127",3
"5128",3
"5129",3
"5130",3
"5131",3
"5132",3
"5133",3
"5134",3
"5135",4
"5136",3
"5137",3
"5138",4
"5139",1
"5140",3
"5141",1
"5142",4
"5143",1
"5144",3
"5145",3
"5146",1
"5147",3
"5148",1
"5149",1
"5150",3
"5151",3
"5152",1
"5153",1
"5154",3
"5155",1
"5156",4
"5157",3
"5158",3
"5159",3
"5160",3
"5161",1
"5162",4
"5163",3
"5164",1
"5165",3
"5166",3
"5167",3
"5168",1
"5169",3
"5170",3
"5171",3
"5172",3
"5173",1
"5174",1
"5175",3
"5176",3
"5177",3
"5178",4
"5179",3
"5180",3
"5181",3
"5182",4
"5183",1
"5184",4
"5185",4
"5186",4
"5187",3
"5188",4
"5189",3
"5190",4
"5191",3
"5192",3
"5193",3
"5194",3
"5195",4
"5196",1
"5197",3
"5198",3
"5199",3
"5200",3
"5201",1
"5202",1
"5203",1
"5204",3
"5205",3
"5206",1
"5207",1
"5208",1
"5209",3
"5210",3
"5211",1
"5212",3
"5213",3
"5214",3
"5215",1
"5216",3
"5217",1
"5218",1
"5219",1
"5220",1
"5221",3
"5222",3
"5223",3
"5224",4
"5225",3
"5226",1
"5227",3
"5228",3
"5229",3
"5230",3
"5231",3
"5232",3
"5233",4
"5234",4
"5235",1
"5236",3
"5237",3
"5238",1
"5239",4
"5240",1
"5241",1
"5242",1
"5243",3
"5244",1
"5245",4
"5246",3
"5247",1
"5248",3
"5249",3
"5250",3
"5251",3
"5252",4
"5253",1
"5254",4
"5255",3
"5256",3
"5257",3
"5258",1
"5259",3
"5260",3
"5261",1
"5262",3
"5263",3
"5264",1
"5265",3
"5266",1
"5267",1
"5268",3
"5269",4
"5270",1
"5271",4
"5272",3
"5273",3
"5274",1
"5275",3
"5276",3
"5277",1
"5278",1
"5279",3
"5280",3
"5281",3
"5282",1
"5283",3
"5284",1
"5285",4
"5286",1
"5287",3
"5288",1
"5289",1
"5290",3
"5291",3
"5292",1
"5293",3
"5294",1
"5295",4
"5296",1
"5297",3
"5298",3
"5299",3
"5300",3
"5301",4
"5302",1
"5303",1
"5304",1
"5305",1
"5306",3
"5307",3
"5308",1
"5309",1
"5310",1
"5311",1
"5312",3
"5313",3
"5314",3
"5315",1
"5316",3
"5317",1
"5318",1
"5319",3
"5320",4
"5321",1
"5322",1
"5323",3
"5324",3
"5325",3
"5326",1
"5327",1
"5328",1
"5329",3
"5330",1
"5331",1
"5332",4
"5333",1
"5334",3
"5335",3
"5336",3
"5337",3
"5338",4
"5339",3
"5340",1
"5341",1
"5342",3
"5343",3
"5344",1
"5345",4
"5346",1
"5347",3
"5348",1
"5349",3
"5350",3
"5351",3
"5352",1
"5353",4
"5354",3
"5355",3
"5356",1
"5357",4
"5358",1
"5359",1
"5360",4
"5361",1
"5362",3
"5363",3
"5364",3
"5365",1
"5366",3
"5367",3
"5368",1
"5369",3
"5370",1
"5371",4
"5372",1
"5373",3
"5374",3
"5375",1
"5376",1
"5377",3
"5378",3
"5379",1
"5380",3
"5381",2
"5382",1
"5383",3
"5384",4
"5385",1
"5386",3
"5387",1
"5388",1
"5389",1
"5390",1
"5391",1
"5392",3
"5393",3
"5394",1
"5395",3
"5396",1
"5397",1
"5398",3
"5399",3
"5400",1
"5401",1
"5402",3
"5403",3
"5404",3
"5405",1
"5406",3
"5407",3
"5408",1
"5409",4
"5410",3
"5411",3
"5412",1
"5413",3
"5414",3
"5415",3
"5416",3
"5417",3
"5418",3
"5419",4
"5420",1
"5421",3
"5422",3
"5423",4
"5424",1
"5425",3
"5426",3
"5427",4
"5428",3
"5429",1
"5430",3
"5431",3
"5432",1
"5433",1
"5434",1
"5435",1
"5436",3
"5437",2
"5438",3
"5439",1
"5440",4
"5441",3
"5442",4
"5443",1
"5444",1
"5445",1
"5446",3
"5447",3
"5448",3
"5449",4
"5450",3
"5451",3
"5452",3
"5453",1
"5454",4
"5455",1
"5456",3
"5457",3
"5458",1
"5459",3
"5460",3
"5461",4
"5462",1
"5463",3
"5464",1
"5465",3
"5466",1
"5467",3
"5468",3
"5469",4
"5470",1
"5471",3
"5472",3
"5473",3
"5474",1
"5475",1
"5476",3
"5477",4
"5478",3
"5479",3
"5480",2
"5481",4
"5482",3
"5483",3
"5484",3
"5485",3
"5486",4
"5487",3
"5488",3
"5489",3
"5490",1
"5491",1
"5492",3
"5493",3
"5494",3
"5495",3
"5496",1
"5497",1
"5498",1
"5499",3
"5500",1
"5501",1
"5502",3
"5503",3
"5504",3
"5505",3
"5506",4
"5507",1
"5508",1
"5509",1
"5510",1
"5511",1
"5512",3
"5513",1
"5514",1
"5515",3
"5516",4
"5517",1
"5518",3
"5519",4
"5520",1
"5521",3
"5522",1
"5523",4
"5524",1
"5525",1
"5526",1
"5527",1
"5528",3
"5529",1
"5530",3
"5531",3
"5532",3
"5533",1
"5534",3
"5535",1
"5536",1
"5537",1
"5538",4
"5539",1
"5540",1
"5541",3
"5542",3
"5543",3
"5544",3
"5545",4
"5546",1
"5547",3
"5548",1
"5549",3
"5550",1
"5551",3
"5552",1
"5553",1
"5554",3
"5555",3
"5556",1
"5557",3
"5558",1
"5559",2
"5560",1
"5561",1
"5562",3
"5563",3
"5564",4
"5565",3
"5566",3
"5567",1
"5568",3
"5569",4
"5570",3
"5571",1
"5572",3
"5573",1
"5574",1
"5575",1
"5576",3
"5577",4
"5578",3
"5579",1
"5580",3
"5581",3
"5582",1
"5583",3
"5584",3
"5585",1
"5586",3
"5587",4
"5588",1
"5589",1
"5590",4
"5591",4
"5592",1
"5593",1
"5594",3
"5595",1
"5596",3
"5597",1
"5598",1
"5599",3
"5600",3
"5601",3
"5602",3
"5603",3
"5604",1
"5605",3
"5606",1
"5607",3
"5608",3
"5609",3
"5610",2
"5611",4
"5612",4
"5613",1
"5614",4
"5615",3
"5616",1
"5617",3
"5618",4
"5619",3
"5620",3
"5621",3
"5622",3
"5623",1
"5624",1
"5625",1
"5626",3
"5627",3
"5628",4
"5629",3
"5630",3
"5631",3
"5632",1
"5633",1
"5634",1
"5635",1
"5636",1
"5637",3
"5638",3
"5639",4
"5640",3
"5641",3
"5642",3
"5643",3
"5644",4
"5645",1
"5646",1
"5647",3
"5648",1
"5649",1
"5650",1
"5651",3
"5652",3
"5653",3
"5654",4
"5655",4
"5656",3
"5657",3
"5658",3
"5659",1
"5660",1
"5661",3
"5662",3
"5663",3
"5664",1
"5665",4
"5666",1
"5667",1
"5668",3
"5669",1
"5670",3
"5671",3
"5672",3
"5673",3
"5674",1
"5675",4
"5676",3
"5677",1
"5678",3
"5679",1
"5680",1
"5681",3
"5682",3
"5683",3
"5684",1
"5685",1
"5686",3
"5687",3
"5688",3
"5689",1
"5690",3
"5691",3
"5692",3
"5693",3
"5694",3
"5695",3
"5696",3
"5697",3
"5698",1
"5699",4
"5700",3
"5701",1
"5702",3
"5703",3
"5704",3
"5705",1
"5706",3
"5707",1
"5708",3
"5709",3
"5710",1
"5711",4
"5712",3
"5713",3
"5714",3
"5715",1
"5716",1
"5717",3
"5718",3
"5719",1
"5720",1
"5721",3
"5722",1
"5723",1
"5724",4
"5725",4
"5726",4
"5727",1
"5728",1
"5729",1
"5730",1
"5731",2
"5732",3
"5733",3
"5734",1
"5735",1
"5736",3
"5737",1
"5738",4
"5739",3
"5740",3
"5741",4
"5742",3
"5743",1
"5744",1
"5745",3
"5746",4
"5747",3
"5748",1
"5749",1
"5750",3
"5751",4
"5752",4
"5753",1
"5754",3
"5755",1
"5756",1
"5757",3
"5758",3
"5759",3
"5760",3
"5761",1
"5762",4
"5763",4
"5764",1
"5765",3
"5766",3
"5767",4
"5768",3
"5769",1
"5770",1
"5771",4
"5772",1
"5773",1
"5774",1
"5775",4
"5776",1
"5777",4
"5778",3
"5779",3
"5780",1
"5781",3
"5782",4
"5783",3
"5784",4
"5785",3
"5786",1
"5787",1
"5788",1
"5789",3
"5790",2
"5791",1
"5792",1
"5793",1
"5794",1
"5795",1
"5796",3
"5797",3
"5798",3
"5799",3
"5800",4
"5801",1
"5802",3
"5803",3
"5804",3
"5805",1
"5806",1
"5807",3
"5808",3
"5809",3
"5810",1
"5811",1
"5812",1
"5813",3
"5814",1
"5815",1
"5816",1
"5817",3
"5818",1
"5819",1
"5820",3
"5821",1
"5822",3
"5823",1
"5824",1
"5825",3
"5826",4
"5827",4
"5828",4
"5829",1
"5830",1
"5831",1
"5832",3
"5833",1
"5834",1
"5835",1
"5836",3
"5837",3
"5838",3
"5839",3
"5840",1
"5841",1
"5842",1
"5843",3
"5844",4
"5845",1
"5846",3
"5847",4
"5848",1
"5849",3
"5850",1
"5851",4
"5852",3
"5853",3
"5854",3
"5855",1
"5856",3
"5857",1
"5858",3
"5859",1
"5860",4
"5861",1
"5862",3
"5863",1
"5864",3
"5865",1
"5866",1
"5867",1
"5868",3
"5869",1
"5870",3
"5871",3
"5872",1
"5873",1
"5874",1
"5875",3
"5876",3
"5877",3
"5878",3
"5879",3
"5880",3
"5881",3
"5882",4
"5883",4
"5884",2
"5885",3
"5886",4
"5887",1
"5888",1
"5889",1
"5890",3
"5891",1
"5892",1
"5893",4
"5894",1
"5895",3
"5896",3
"5897",1
"5898",1
"5899",3
"5900",3
"5901",1
"5902",1
"5903",1
"5904",2
"5905",3
"5906",1
"5907",4
"5908",1
"5909",4
"5910",1
"5911",3
"5912",1
"5913",3
"5914",3
"5915",3
"5916",3
"5917",1
"5918",1
"5919",1
"5920",4
"5921",1
"5922",1
"5923",3
"5924",1
"5925",1
"5926",3
"5927",3
"5928",1
"5929",4
"5930",4
"5931",3
"5932",3
"5933",3
"5934",1
"5935",4
"5936",3
"5937",1
"5938",4
"5939",1
"5940",3
"5941",3
"5942",4
"5943",4
"5944",3
"5945",4
"5946",3
"5947",4
"5948",4
"5949",1
"5950",3
"5951",1
"5952",1
"5953",1
"5954",1
"5955",3
"5956",1
"5957",3
"5958",3
"5959",1
"5960",1
"5961",3
"5962",2
"5963",3
"5964",3
"5965",1
"5966",1
"5967",3
"5968",3
"5969",1
"5970",4
"5971",3
"5972",3
"5973",1
"5974",3
"5975",1
"5976",1
"5977",1
"5978",3
"5979",4
"5980",3
"5981",2
"5982",3
"5983",1
"5984",1
"5985",1
"5986",4
"5987",4
"5988",1
"5989",4
"5990",1
"5991",4
"5992",3
"5993",1
"5994",1
"5995",4
"5996",1
"5997",4
"5998",4
"5999",1
"6000",3
"6001",2
"6002",1
"6003",3
"6004",3
"6005",3
"6006",1
"6007",1
"6008",3
"6009",1
"6010",1
"6011",1
"6012",3
"6013",1
"6014",3
"6015",3
"6016",4
"6017",3
"6018",3
"6019",3
"6020",3
"6021",1
"6022",3
"6023",1
"6024",3
"6025",1
"6026",4
"6027",1
"6028",1
"6029",1
"6030",3
"6031",4
"6032",3
"6033",1
"6034",3
"6035",3
"6036",1
"6037",1
"6038",3
"6039",1
"6040",1
"6041",3
"6042",1
"6043",3
"6044",1
"6045",1
"6046",3
"6047",4
"6048",3
"6049",3
"6050",1
"6051",1
"6052",1
"6053",3
"6054",1
"6055",3
"6056",4
"6057",3
"6058",1
"6059",3
"6060",3
"6061",4
"6062",1
"6063",1
"6064",4
"6065",4
"6066",3
"6067",3
"6068",3
"6069",3
"6070",1
"6071",3
"6072",2
"6073",1
"6074",1
"6075",3
"6076",1
"6077",3
"6078",4
"6079",3
"6080",3
"6081",1
"6082",3
"6083",3
"6084",1
"6085",3
"6086",1
"6087",1
"6088",3
"6089",1
"6090",1
"6091",4
"6092",3
"6093",3
"6094",4
"6095",1
"6096",3
"6097",1
"6098",3
"6099",3
"6100",1
"6101",3
"6102",1
"6103",1
"6104",2
"6105",1
"6106",3
"6107",1
"6108",1
"6109",3
"6110",1
"6111",3
"6112",3
"6113",3
"6114",1
"6115",3
"6116",3
"6117",3
"6118",3
"6119",3
"6120",1
"6121",3
"6122",1
"6123",4
"6124",1
"6125",1
"6126",1
"6127",1
"6128",3
"6129",3
"6130",1
"6131",3
"6132",1
"6133",3
"6134",4
"6135",3
"6136",1
"6137",1
"6138",3
"6139",3
"6140",1
"6141",1
"6142",3
"6143",3
"6144",3
"6145",3
"6146",1
"6147",3
"6148",3
"6149",3
"6150",3
"6151",3
"6152",3
"6153",1
"6154",3
"6155",3
"6156",3
"6157",4
"6158",3
"6159",4
"6160",1
"6161",3
"6162",1
"6163",1
"6164",3
"6165",4
"6166",3
"6167",1
"6168",1
"6169",1
"6170",1
"6171",3
"6172",1
"6173",1
"6174",1
"6175",3
"6176",3
"6177",3
"6178",1
"6179",4
"6180",3
"6181",1
"6182",3
"6183",3
"6184",3
"6185",3
"6186",1
"6187",1
"6188",1
"6189",3
"6190",3
"6191",3
"6192",1
"6193",3
"6194",3
"6195",3
"6196",1
"6197",1
"6198",4
"6199",3
"6200",3
"6201",3
"6202",3
"6203",3
"6204",4
"6205",3
"6206",4
"6207",4
"6208",3
"6209",1
"6210",4
"6211",1
"6212",1
"6213",1
"6214",3
"6215",3
"6216",3
"6217",3
"6218",1
"6219",3
"6220",3
"6221",3
"6222",1
"6223",3
"6224",1
"6225",3
"6226",1
"6227",1
"6228",3
"6229",1
"6230",4
"6231",1
"6232",1
"6233",3
"6234",1
"6235",1
"6236",3
"6237",2
"6238",4
"6239",3
"6240",1
"6241",1
"6242",4
"6243",1
"6244",1
"6245",1
"6246",3
"6247",4
"6248",3
"6249",1
"6250",4
"6251",1
"6252",3
"6253",3
"6254",3
"6255",3
"6256",3
"6257",1
"6258",1
"6259",1
"6260",3
"6261",4
"6262",4
"6263",3
"6264",1
"6265",1
"6266",1
"6267",3
"6268",4
"6269",3
"6270",1
"6271",1
"6272",1
"6273",3
"6274",3
"6275",4
"6276",1
"6277",3
"6278",3
"6279",1
"6280",1
"6281",1
"6282",3
"6283",1
"6284",1
"6285",3
"6286",1
"6287",1
"6288",4
"6289",1
"6290",1
"6291",3
"6292",4
"6293",3
"6294",3
"6295",1
"6296",3
"6297",1
"6298",3
"6299",1
"6300",3
"6301",3
"6302",3
"6303",3
"6304",1
"6305",4
"6306",3
"6307",1
"6308",3
"6309",1
"6310",3
"6311",3
"6312",1
"6313",3
"6314",3
"6315",3
"6316",1
"6317",3
"6318",4
"6319",1
"6320",4
"6321",3
"6322",1
"6323",1
"6324",1
"6325",1
"6326",3
"6327",3
"6328",3
"6329",3
"6330",3
"6331",1
"6332",3
"6333",3
"6334",3
"6335",3
"6336",1
"6337",1
"6338",3
"6339",1
"6340",1
"6341",4
"6342",1
"6343",3
"6344",4
"6345",3
"6346",4
"6347",4
"6348",3
"6349",1
"6350",3
"6351",1
"6352",3
"6353",3
"6354",3
"6355",1
"6356",1
"6357",1
"6358",1
"6359",1
"6360",1
"6361",1
"6362",3
"6363",3
"6364",1
"6365",3
"6366",3
"6367",4
"6368",1
"6369",3
"6370",3
"6371",3
"6372",3
"6373",3
"6374",3
"6375",1
"6376",1
"6377",3
"6378",1
"6379",4
"6380",3
"6381",3
"6382",1
"6383",1
"6384",1
"6385",1
"6386",1
"6387",1
"6388",1
"6389",1
"6390",1
"6391",1
"6392",4
"6393",3
"6394",3
"6395",3
"6396",1
"6397",1
"6398",3
"6399",4
"6400",3
"6401",3
"6402",1
"6403",1
"6404",3
"6405",3
"6406",1
"6407",1
"6408",2
"6409",3
"6410",1
"6411",3
"6412",1
"6413",3
"6414",1
"6415",1
"6416",3
"6417",3
"6418",1
"6419",1
"6420",3
"6421",1
"6422",3
"6423",3
"6424",1
"6425",1
"6426",3
"6427",1
"6428",3
"6429",1
"6430",1
"6431",3
"6432",3
"6433",4
"6434",3
"6435",1
"6436",3
"6437",3
"6438",1
"6439",1
"6440",1
"6441",4
"6442",3
"6443",3
"6444",1
"6445",4
"6446",4
"6447",3
"6448",1
"6449",3
"6450",4
"6451",3
"6452",1
"6453",3
"6454",1
"6455",1
"6456",3
"6457",3
"6458",1
"6459",3
"6460",1
"6461",3
"6462",1
"6463",1
"6464",1
"6465",1
"6466",4
"6467",1
"6468",1
"6469",3
"6470",1
"6471",4
"6472",1
"6473",1
"6474",4
"6475",3
"6476",3
"6477",4
"6478",3
"6479",4
"6480",1
"6481",1
"6482",1
"6483",4
"6484",4
"6485",4
"6486",3
"6487",3
"6488",4
"6489",1
"6490",1
"6491",1
"6492",1
"6493",1
"6494",3
"6495",1
"6496",3
"6497",4
"6498",4
"6499",1
"6500",1
"6501",3
"6502",1
"6503",1
"6504",4
"6505",3
"6506",2
"6507",2
"6508",1
"6509",1
"6510",3
"6511",1
"6512",1
"6513",1
"6514",3
"6515",3
"6516",4
"6517",3
"6518",3
"6519",1
"6520",2
"6521",1
"6522",3
"6523",3
"6524",1
"6525",3
"6526",3
"6527",1
"6528",4
"6529",4
"6530",1
"6531",4
"6532",3
"6533",1
"6534",3
"6535",3
"6536",4
"6537",1
"6538",4
"6539",1
"6540",4
"6541",3
"6542",3
"6543",1
"6544",2
"6545",4
"6546",3
"6547",3
"6548",3
"6549",3
"6550",3
"6551",3
"6552",3
"6553",3
"6554",3
"6555",3
"6556",3
"6557",4
"6558",1
"6559",1
"6560",3
"6561",3
"6562",3
"6563",1
"6564",1
"6565",1
"6566",3
"6567",4
"6568",1
"6569",3
"6570",1
"6571",3
"6572",4
"6573",1
"6574",1
"6575",1
"6576",1
"6577",3
"6578",3
"6579",3
"6580",2
"6581",4
"6582",1
"6583",3
"6584",3
"6585",1
"6586",1
"6587",1
"6588",3
"6589",3
"6590",1
"6591",3
"6592",1
"6593",3
"6594",1
"6595",3
"6596",1
"6597",3
"6598",1
"6599",3
"6600",3
"6601",1
"6602",4
"6603",3
"6604",3
"6605",1
"6606",1
"6607",1
"6608",4
"6609",3
"6610",1
"6611",1
"6612",1
"6613",2
"6614",1
"6615",4
"6616",3
"6617",3
"6618",1
"6619",3
"6620",1
"6621",4
"6622",3
"6623",1
"6624",3
"6625",3
"6626",3
"6627",3
"6628",1
"6629",1
"6630",1
"6631",1
"6632",1
"6633",3
"6634",3
"6635",3
"6636",1
"6637",1
"6638",1
"6639",4
"6640",1
"6641",4
"6642",3
"6643",1
"6644",1
"6645",1
"6646",1
"6647",1
"6648",1
"6649",3
"6650",1
"6651",4
"6652",1
"6653",4
"6654",3
"6655",1
"6656",1
"6657",2
"6658",3
"6659",3
"6660",1
"6661",3
"6662",3
"6663",3
"6664",3
"6665",1
"6666",1
"6667",1
"6668",1
"6669",1
"6670",3
"6671",3
"6672",3
"6673",1
"6674",3
"6675",1
"6676",3
"6677",3
"6678",3
"6679",4
"6680",4
"6681",3
"6682",3
"6683",1
"6684",1
"6685",3
"6686",3
"6687",1
"6688",1
"6689",3
"6690",1
"6691",1
"6692",3
"6693",3
"6694",4
"6695",1
"6696",3
"6697",1
"6698",1
"6699",1
"6700",1
"6701",3
"6702",1
"6703",3
"6704",4
"6705",3
"6706",2
"6707",4
"6708",3
"6709",3
"6710",3
"6711",1
"6712",3
"6713",2
"6714",1
"6715",3
"6716",3
"6717",3
"6718",1
"6719",1
"6720",1
"6721",1
"6722",1
"6723",3
"6724",1
"6725",1
"6726",1
"6727",1
"6728",1
"6729",1
"6730",3
"6731",3
"6732",4
"6733",1
"6734",3
"6735",1
"6736",1
"6737",3
"6738",3
"6739",1
"6740",1
"6741",1
"6742",1
"6743",1
"6744",3
"6745",1
"6746",3
"6747",1
"6748",4
"6749",3
"6750",1
"6751",3
"6752",1
"6753",1
"6754",1
"6755",1
"6756",1
"6757",3
"6758",1
"6759",1
"6760",2
"6761",4
"6762",1
"6763",1
"6764",1
"6765",3
"6766",1
"6767",2
"6768",3
"6769",1
"6770",1
"6771",3
"6772",1
"6773",4
"6774",4
"6775",4
"6776",3
"6777",3
"6778",1
"6779",3
"6780",4
"6781",1
"6782",1
"6783",3
"6784",3
"6785",3
"6786",3
"6787",1
"6788",4
"6789",4
"6790",3
"6791",4
"6792",4
"6793",3
"6794",1
"6795",1
"6796",1
"6797",3
"6798",3
"6799",3
"6800",3
"6801",3
"6802",4
"6803",3
"6804",4
"6805",2
"6806",3
"6807",3
"6808",1
"6809",3
"6810",3
"6811",4
"6812",1
"6813",3
"6814",1
"6815",1
"6816",1
"6817",1
"6818",1
"6819",1
"6820",3
"6821",3
"6822",1
"6823",1
"6824",4
"6825",3
"6826",1
"6827",3
"6828",1
"6829",1
"6830",3
"6831",1
"6832",1
"6833",3
"6834",3
"6835",1
"6836",1
"6837",3
"6838",1
"6839",4
"6840",4
"6841",3
"6842",3
"6843",3
"6844",1
"6845",3
"6846",3
"6847",1
"6848",3
"6849",1
"6850",4
"6851",1
"6852",1
"6853",3
"6854",1
"6855",3
"6856",1
"6857",3
"6858",4
"6859",1
"6860",3
"6861",3
"6862",3
"6863",1
"6864",4
"6865",3
"6866",1
"6867",1
"6868",1
"6869",1
"6870",1
"6871",1
"6872",3
"6873",3
"6874",1
"6875",1
"6876",4
"6877",1
"6878",3
"6879",3
"6880",1
"6881",1
"6882",1
"6883",3
"6884",3
"6885",4
"6886",3
"6887",1
"6888",3
"6889",3
"6890",1
"6891",1
"6892",3
"6893",1
"6894",1
"6895",1
"6896",1
"6897",4
"6898",1
"6899",1
"6900",4
"6901",4
"6902",3
"6903",1
"6904",3
"6905",3
"6906",3
"6907",1
"6908",3
"6909",1
"6910",1
"6911",3
"6912",3
"6913",3
"6914",4
"6915",1
"6916",3
"6917",1
"6918",4
"6919",1
"6920",1
"6921",1
"6922",3
"6923",3
"6924",1
"6925",1
"6926",3
"6927",2
"6928",1
"6929",3
"6930",4
"6931",1
"6932",3
"6933",1
"6934",3
"6935",1
"6936",1
"6937",4
"6938",2
"6939",4
"6940",3
"6941",3
"6942",4
"6943",1
"6944",4
"6945",3
"6946",3
"6947",1
"6948",1
"6949",3
"6950",3
"6951",1
"6952",3
"6953",3
"6954",1
"6955",1
"6956",3
"6957",3
"6958",1
"6959",3
"6960",3
"6961",1
"6962",1
"6963",4
"6964",4
"6965",1
"6966",3
"6967",3
"6968",3
"6969",3
"6970",4
"6971",3
"6972",3
"6973",4
"6974",4
"6975",3
"6976",3
"6977",3
"6978",1
"6979",4
"6980",3
"6981",3
"6982",3
"6983",1
"6984",1
"6985",4
"6986",3
"6987",3
"6988",1
"6989",3
"6990",1
"6991",1
"6992",1
"6993",1
"6994",1
"6995",3
"6996",1
"6997",3
"6998",1
"6999",3
"7000",4
"7001",3
"7002",3
"7003",3
"7004",3
"7005",3
"7006",1
"7007",3
"7008",3
"7009",4
"7010",3
"7011",1
"7012",1
"7013",3
"7014",1
"7015",3
"7016",4
"7017",3
"7018",1
"7019",1
"7020",1
"7021",1
"7022",3
"7023",3
"7024",4
"7025",4
"7026",3
"7027",3
"7028",1
"7029",1
"7030",3
"7031",1
"7032",1
"7033",3
"7034",3
"7035",1
"7036",1
"7037",4
"7038",4
"7039",3
"7040",4
"7041",3
"7042",1
"7043",3
"7044",3
"7045",4
"7046",3
"7047",3
"7048",1
"7049",3
"7050",1
"7051",1
"7052",4
"7053",1
"7054",1
"7055",3
"7056",1
"7057",1
"7058",3
"7059",3
"7060",1
"7061",3
"7062",3
"7063",3
"7064",4
"7065",1
"7066",1
"7067",1
"7068",1
"7069",1
"7070",4
"7071",4
"7072",3
"7073",3
"7074",3
"7075",4
"7076",1
"7077",4
"7078",3
"7079",1
"7080",3
"7081",1
"7082",1
"7083",4
"7084",3
"7085",3
"7086",3
"7087",1
"7088",1
"7089",1
"7090",1
"7091",1
"7092",3
"7093",1
"7094",4
"7095",3
"7096",4
"7097",3
"7098",4
"7099",1
"7100",1
"7101",3
"7102",1
"7103",1
"7104",4
"7105",1
"7106",3
"7107",1
"7108",3
"7109",1
"7110",4
"7111",3
"7112",3
"7113",2
"7114",1
"7115",1
"7116",1
"7117",1
"7118",3
"7119",2
"7120",1
"7121",1
"7122",1
"7123",1
"7124",1
"7125",1
"7126",3
"7127",4
"7128",4
"7129",1
"7130",3
"7131",1
"7132",3
"7133",3
"7134",4
"7135",4
"7136",1
"7137",3
"7138",3
"7139",1
"7140",1
"7141",4
"7142",1
"7143",3
"7144",3
"7145",4
"7146",3
"7147",1
"7148",3
"7149",3
"7150",3
"7151",3
"7152",3
"7153",1
"7154",1
"7155",4
"7156",4
"7157",1
"7158",3
"7159",3
"7160",4
"7161",1
"7162",3
